,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.18467475068272135,0.1128157082640725,0.05648610814269296,0.08351948632504864,0.0846048139374374,0.03176520367226484,0.05634193197955495,0.041168742053753156,0.04627373233368948,0.03564481426154007,0.04427561761013016,0.04541695353830543,0.018340431306666467,0.047527912573315095,0.003376170838146742,0.035281125926185465,0.02249261031522255,0.03218054624693509,0.009778966108923646,0.00803437388339402
1,0.219945495472521,0.08795208742343971,0.057866990716846325,0.032620117517915485,0.059054326306644866,0.05769717669644612,0.028389933484237545,0.02650713682897555,0.039704034946280435,0.06716978608484107,0.024170282136393537,0.058065995902537415,0.03981425606518538,0.03172751003656858,0.03296241993016571,0.011436009560377838,0.03675387504749321,0.04227702239375915,0.021131194908927994,0.024754348540442898
2,0.192917255045475,0.048423361679035534,0.07631244099243181,0.080235880855685,0.03790142432792926,0.02019152834259004,0.026178149168146855,0.058735906680737984,0.05408472641572969,0.05012883707420224,0.02886362291401504,0.01039513369514917,0.02779021387771092,0.01597022630166118,0.050580419387598295,0.07138621729456439,0.021958429553448795,0.04730714474987846,0.042049997343213366,0.03858908430079698
3,0.17577757614772976,0.09057798257519278,0.051028271012360585,0.06550282225016797,0.057902628924254004,0.023560943634617183,0.056609144828319635,0.041127819373126095,0.04374231574103798,0.045378305050317765,0.04465535845072201,0.01951356433147137,0.0158828297089563,0.045288745913212476,0.05201761947904416,0.010787865101285685,0.059022332449122555,0.03371885972738851,0.046905939468611796,0.020999075833061504
4,0.20987080676400105,0.07866632582138446,0.052798744852224806,0.07399533045546897,0.010054004755043942,0.030732850870976266,0.03376963007836987,0.03650456555944156,0.04986847348509826,0.04889844877356171,0.04793644298577208,0.029452691690619127,0.035856760813636014,0.0328739442645329,0.06320101202587472,0.027513210260615588,0.024712323359972605,0.0386612459068227,0.02448463007162526,0.05014855720495818
5,0.19957292550479258,0.09916727927213073,0.057224891427563714,0.02620768032161266,0.07694096953047848,0.08423193836014169,0.02539146734640761,0.05783368257605736,0.007970909501477639,0.0593878987714578,0.039671830342024886,0.04339505751842336,0.02001374938744999,0.017597837838294425,0.035521950056245255,0.04002116780850804,0.027618669112554443,0.016958708534750743,0.030792824443126525,0.03447856234650203
6,0.2038035689078826,0.12252148867128089,0.08497802982005441,0.06016885499316262,0.06783668745739596,0.029636008435232144,0.06262571543455257,0.05347879743257251,0.03596061832590562,0.011330852747517158,0.0006459761665170656,0.05832705992867342,0.03216086532891473,0.029749234559633412,0.01624693149732567,0.005328603098930082,0.028787909540200624,0.030119726657350458,0.03293526372026203,0.033357807276636293
7,0.2138334948983253,0.09383399776501583,0.07519023703376773,0.06542608177750599,0.05103026647797405,0.06265489038872114,0.06697311578696451,0.036206628306109885,0.04324916673151146,0.04416608399716229,0.026524993297200247,0.03262021383454687,0.02283540462847764,0.06468489407200773,0.019144822030832065,0.02499769187599028,0.02576577943825651,0.010722852078594846,0.007620185374494488,0.012519200206541329
8,0.20991296023396022,0.11684793588329462,0.057661613057682595,0.061047833980055026,0.046271104295028384,0.0624233534113683,0.06409037171537958,0.024225907299852825,0.0289457422006339,0.05844380303701818,0.040470964312335996,0.030505227446733795,0.027613989470793156,0.037711731687326965,0.00672737277264706,0.035540229979019976,0.013120239289623123,0.01714369704731671,0.054816443036948735,0.0064794798429807085
9,0.24338330289878693,0.10978587281121988,0.04665915834151234,0.08039167900044213,0.08764413088950758,0.05417921459760042,0.0340572123333735,0.005621608862188945,0.035090534443723724,0.04303528318701489,0.03147977613050743,0.017549043572792734,0.030114040331549016,0.024336743806241023,0.028600211569508694,0.010959517847585858,0.04226254282163367,0.027840272787969432,0.027903011898702007,0.019106841868139816
